Id,FileName,Title,Camera,Lens,ExposureTime,AperturValue,ExposureProgram,Iso,DateTaken,FocalLength,Orientation,Height,Width,UseInMontage,CountryId,CategoryId,PaletteId
470,SRN_10 2.jpg,,Canon EOS 10D,,0.1 sec,f/13.0,Aperture priority,400,2005-07-18 06:53:20,140 mm,0,1000,1500,True,,,
471,Sunset.jpg,,Canon EOS 10D,,0.01 sec,f/16.0,Aperture priority,200,2007-09-04 20:07:00,185 mm,0,1008,1512,True,,,
472,TAJ_10.jpg,,Canon EOS 10D,,1/30 sec,f/16.0,Aperture priority,200,2005-10-31 10:56:22,17 mm,0,1000,1500,True,,,
473,TAJ_13.jpg,,Canon EOS 10D,,1/80 sec,f/7.1,Aperture priority,100,2005-10-31 11:09:20,70 mm,0,1000,1500,True,,,
474,TIB1_07.jpg,,Canon EOS 10D,,1/640 sec,f/9.0,Aperture priority,200,2005-12-25 09:11:50,210 mm,0,1000,1500,True,,,
475,TIB3_05.jpg,,Canon EOS 10D,,1/125 sec,f/11.0,Aperture priority,200,2005-12-25 14:26:50,130 mm,0,1000,1500,True,,,
476,TIB3_09.jpg,,Canon EOS 10D,,1/250 sec,f/13.0,Aperture priority,200,2005-12-25 15:01:42,70 mm,0,1000,1500,True,,,
477,TIB3_12.jpg,,Canon EOS 10D,,0.01 sec,f/10.0,Aperture priority,3200,2005-12-25 17:39:06,120 mm,0,1000,1500,True,,,
478,Tripe_Fungi_Insect.jpg,,Canon EOS 10D,,1 sec,f/32.0,Aperture priority,200,2004-05-15 12:20:02,100 mm,2,1008,1008,True,,,
479,VAR1_17.jpg,,Canon EOS 10D,,0.02 sec,f/18.0,Aperture priority,200,2005-10-29 11:59:12,17 mm,0,1000,1500,True,,,
480,VAR2_11.jpg,,Canon EOS 10D,,1/125 sec,f/7.1,Aperture priority,400,2005-10-29 11:12:32,270 mm,0,2096,2985,True,,,
481,VAR2_26.jpg,,Canon EOS 10D,,1/250 sec,f/5.6,Aperture priority,400,2005-10-29 10:21:40,275 mm,1,1500,1000,True,,,
482,VAR2_32.jpg,,Canon EOS 10D,,0.02 sec,f/7.1,Aperture priority,200,2005-10-29 11:30:26,300 mm,2,1500,1500,True,,,
483,VAR3_18.jpg,,Canon EOS 10D,,0.01 sec,f/11.0,Aperture priority,100,2005-12-04 12:22:04,185 mm,0,1000,1500,True,,,
